True Cost 	Penalty 	Adjusted Cost
-8.532467E-01	0.000000E+00	-8.532467E-01
-7.828766E-01	0.000000E+00	-7.828766E-01
-8.184982E-01	0.000000E+00	-8.184982E-01
-8.621914E-01	0.000000E+00	-8.621914E-01
-9.096860E-01	0.000000E+00	-9.096860E-01
-9.096860E-01	0.000000E+00	-9.096860E-01
-9.183889E-01	0.000000E+00	-9.183889E-01
-9.464617E-01	0.000000E+00	-9.464617E-01
-9.484067E-01	0.000000E+00	-9.484067E-01
-9.484067E-01	0.000000E+00	-9.484067E-01
-9.484067E-01	0.000000E+00	-9.484067E-01
