 Sub  ES  yr   Asub_km2       dM_m3         GWE_mm     Agl_km2  
   3   1  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3   2  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3   3  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3   4  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3   5  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3   6  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3   7  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3   8  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3   9  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3  10  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3  11  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3  12  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3  13  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3  14  1981  0.138E+01  -0.4315E+09    0.205E+05  0.891E-02
   3  15  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   3  16  1981  0.138E+01  -0.4315E+09     0.00      0.000E+00
   2   1  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2   2  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2   3  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2   4  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2   5  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2   6  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2   7  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2   8  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2   9  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2  10  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2  11  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2  12  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2  13  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2  14  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2  15  1982  0.147E+01   0.3398E+06     0.00      0.000E+00
   2  16  1982  0.147E+01   0.3398E+06    0.318E+06  0.109E-02
   3   1  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3   2  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3   3  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3   4  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3   5  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3   6  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3   7  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3   8  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3   9  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3  10  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3  11  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3  12  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3  13  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3  14  1982  0.138E+01   0.4386E+06    0.697E+05  0.891E-02
   3  15  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   3  16  1982  0.138E+01   0.4386E+06     0.00      0.000E+00
   2   1  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2   2  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2   3  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2   4  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2   5  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2   6  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2   7  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2   8  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2   9  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2  10  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2  11  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2  12  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2  13  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2  14  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2  15  1983  0.147E+01   0.2050E+06     0.00      0.000E+00
   2  16  1983  0.147E+01   0.2050E+06    0.505E+06  0.109E-02
   3   1  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3   2  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3   3  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3   4  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3   5  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3   6  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3   7  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3   8  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3   9  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3  10  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3  11  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3  12  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3  13  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3  14  1983  0.138E+01   0.5071E+06    0.127E+06  0.891E-02
   3  15  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   3  16  1983  0.138E+01   0.5071E+06     0.00      0.000E+00
   2   1  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2   2  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2   3  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2   4  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2   5  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2   6  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2   7  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2   8  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2   9  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2  10  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2  11  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2  12  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2  13  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2  14  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2  15  1984  0.147E+01   0.4257E+06     0.00      0.000E+00
   2  16  1984  0.147E+01   0.4257E+06    0.894E+06  0.109E-02
   3   1  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3   2  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3   3  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3   4  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3   5  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3   6  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3   7  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3   8  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3   9  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3  10  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3  11  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3  12  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3  13  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3  14  1984  0.138E+01   0.7708E+06    0.213E+06  0.891E-02
   3  15  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   3  16  1984  0.138E+01   0.7708E+06     0.00      0.000E+00
   2   1  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2   2  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2   3  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2   4  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2   5  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2   6  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2   7  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2   8  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2   9  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2  10  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2  11  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2  12  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2  13  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2  14  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2  15  1985  0.147E+01   0.3253E+06     0.00      0.000E+00
   2  16  1985  0.147E+01   0.3253E+06    0.119E+07  0.109E-02
   3   1  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3   2  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3   3  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3   4  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3   5  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3   6  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3   7  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3   8  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3   9  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3  10  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3  11  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3  12  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3  13  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3  14  1985  0.138E+01   0.4882E+06    0.268E+06  0.891E-02
   3  15  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   3  16  1985  0.138E+01   0.4882E+06     0.00      0.000E+00
   2   1  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2   2  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2   3  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2   4  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2   5  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2   6  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2   7  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2   8  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2   9  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2  10  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2  11  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2  12  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2  13  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2  14  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2  15  1986  0.147E+01   0.3799E+06     0.00      0.000E+00
   2  16  1986  0.147E+01   0.3799E+06    0.154E+07  0.109E-02
   3   1  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3   2  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3   3  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3   4  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3   5  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3   6  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3   7  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3   8  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3   9  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3  10  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3  11  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3  12  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3  13  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3  14  1986  0.138E+01   0.6600E+06    0.342E+06  0.891E-02
   3  15  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   3  16  1986  0.138E+01   0.6600E+06     0.00      0.000E+00
   2   1  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2   2  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2   3  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2   4  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2   5  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2   6  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2   7  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2   8  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2   9  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2  10  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2  11  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2  12  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2  13  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2  14  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2  15  1987  0.147E+01   0.2265E+06     0.00      0.000E+00
   2  16  1987  0.147E+01   0.2265E+06    0.175E+07  0.109E-02
   3   1  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3   2  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3   3  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3   4  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3   5  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3   6  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3   7  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3   8  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3   9  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3  10  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3  11  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3  12  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3  13  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3  14  1987  0.138E+01   0.3308E+06    0.379E+06  0.891E-02
   3  15  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   3  16  1987  0.138E+01   0.3308E+06     0.00      0.000E+00
   2   1  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2   2  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2   3  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2   4  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2   5  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2   6  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2   7  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2   8  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2   9  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2  10  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2  11  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2  12  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2  13  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2  14  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2  15  1988  0.147E+01   0.2044E+06     0.00      0.000E+00
   2  16  1988  0.147E+01   0.2044E+06    0.193E+07  0.109E-02
   3   1  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3   2  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3   3  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3   4  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3   5  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3   6  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3   7  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3   8  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3   9  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3  10  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3  11  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3  12  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3  13  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3  14  1988  0.138E+01   0.3427E+06    0.418E+06  0.891E-02
   3  15  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   3  16  1988  0.138E+01   0.3427E+06     0.00      0.000E+00
   2   1  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2   2  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2   3  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2   4  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2   5  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2   6  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2   7  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2   8  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2   9  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2  10  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2  11  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2  12  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2  13  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2  14  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2  15  1989  0.147E+01   0.3343E+06     0.00      0.000E+00
   2  16  1989  0.147E+01   0.3343E+06    0.224E+07  0.109E-02
   3   1  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3   2  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3   3  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3   4  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3   5  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3   6  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3   7  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3   8  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3   9  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3  10  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3  11  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3  12  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3  13  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3  14  1989  0.138E+01   0.5983E+06    0.485E+06  0.891E-02
   3  15  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   3  16  1989  0.138E+01   0.5983E+06     0.00      0.000E+00
   2   1  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2   2  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2   3  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2   4  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2   5  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2   6  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2   7  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2   8  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2   9  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2  10  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2  11  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2  12  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2  13  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2  14  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2  15  1990  0.147E+01   0.1278E+06     0.00      0.000E+00
   2  16  1990  0.147E+01   0.1278E+06    0.236E+07  0.109E-02
   3   1  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3   2  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3   3  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3   4  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3   5  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3   6  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3   7  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3   8  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3   9  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3  10  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3  11  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3  12  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3  13  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3  14  1990  0.138E+01   0.1812E+06    0.505E+06  0.891E-02
   3  15  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
   3  16  1990  0.138E+01   0.1812E+06     0.00      0.000E+00
