Nsim,V,type,NSE,R2,PBIAS,KGE,RSR,RMSE,NRMSE,UObjFunc_1
1,V1,C,0.853246748875321,0.975837655450978,-17.1755977256878,0.648405837097129,0.38308386956994,0.0508083837881849,0.381429071900459,0.908933551602197
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,V1,ALL,0.853246748875321,0.975837655450978,-17.1755977256878,0.648405837097129,0.38308386956994,0.0508083837881849,0.381429071900459,0.908933551602197
2,V1,C,0.782876564826381,0.93125805083916,-16.1696693222229,0.635113354354738,0.465965057889129,0.0618009093405389,0.463952240453824,0.8246235992947
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,V1,ALL,0.782876564826381,0.93125805083916,-16.1696693222229,0.635113354354738,0.465965057889129,0.0618009093405389,0.463952240453824,0.8246235992947
3,V1,C,0.818498249003334,0.947493161871829,-17.1544765703308,0.651604523300845,0.426030223102383,0.056504355312721,0.42418991115944,0.883943825420726
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,V1,ALL,0.818498249003334,0.947493161871829,-17.1544765703308,0.651604523300845,0.426030223102383,0.056504355312721,0.42418991115944,0.883943825420726
4,V1,C,0.862191403030969,0.976030258498952,-17.3757674503181,0.66017544396737,0.371225803210164,0.0492356493703416,0.369622228529003,0.921043487090065
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,V1,ALL,0.862191403030969,0.976030258498952,-17.3757674503181,0.66017544396737,0.371225803210164,0.0492356493703416,0.369622228529003,0.921043487090065
5,V1,C,0.909685961744789,0.993151295351088,-16.4723936598413,0.700749117488074,0.300522941312658,0.0398583343029012,0.299224779989739,0.958656419815868
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,V1,ALL,0.909685961744789,0.993151295351088,-16.4723936598413,0.700749117488074,0.300522941312658,0.0398583343029012,0.299224779989739,0.958656419815868
6,V1,C,0.909685961744789,0.993151295351088,-16.4723936598413,0.700749117488074,0.300522941312658,0.0398583343029012,0.299224779989739,0.958656419815868
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,V1,ALL,0.909685961744789,0.993151295351088,-16.4723936598413,0.700749117488074,0.300522941312658,0.0398583343029012,0.299224779989739,0.958656419815868
7,V1,C,0.918388949766799,0.992451573295363,-17.0418332523009,0.715936170054413,0.285676478263789,0.0378892490649066,0.284442448830528,0.962133479071929
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,V1,ALL,0.918388949766799,0.992451573295363,-17.0418332523009,0.715936170054413,0.285676478263789,0.0378892490649066,0.284442448830528,0.962133479071929
8,V1,C,0.946461712437365,0.992754263239923,-12.8918662113402,0.776955237418668,0.231383421105824,0.0306883651221487,0.23038392001372,0.969478555404961
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,V1,ALL,0.946461712437365,0.992754263239923,-12.8918662113402,0.776955237418668,0.231383421105824,0.0306883651221487,0.23038392001372,0.969478555404961
9,V1,C,0.948406701648705,0.991936474933585,-11.6626349896149,0.785556791145478,0.22714158217133,0.0301257703546025,0.226160404443223,0.968526683356113
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,V1,ALL,0.948406701648705,0.991936474933585,-11.6626349896149,0.785556791145478,0.22714158217133,0.0301257703546025,0.226160404443223,0.968526683356113
10,V1,C,0.948406701648705,0.991936474933585,-11.6626349896149,0.785556791145478,0.22714158217133,0.0301257703546025,0.226160404443223,0.968526683356113
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,V1,ALL,0.948406701648705,0.991936474933585,-11.6626349896149,0.785556791145478,0.22714158217133,0.0301257703546025,0.226160404443223,0.968526683356113
11,V1,C,0.948406701648705,0.991936474933585,-11.6626349896149,0.785556791145478,0.22714158217133,0.0301257703546025,0.226160404443223,0.968526683356113
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,V1,ALL,0.948406701648705,0.991936474933585,-11.6626349896149,0.785556791145478,0.22714158217133,0.0301257703546025,0.226160404443223,0.968526683356113
